,text,topic
1911,"I read Extreme Exploits because the content looked intriguing and I am familiar with applications written by lead author Victor Oppleman. The back cover states the book is ""packed with never-before-published advanced security techniques,"" but I disagree with that assessment. While I found all of the content helpful, between 1/3 and 1/2 of it is probably available in older books -- including several by publisher McGraw-Hill/Osborne. Nevertheless, I find the strength of the network infrastructure security sections powerful enough to recommend Extreme Exploits.I found Extreme Exploit's most innovative material in chapter 1 (Internet Infrastructure), 2 (ISP Security Practices), 4 (Reliable Connectivity), 8 (Email Gateways, Filtering, and Redundancy), 10 (Sinkholes and Backscatter, and 14 (Performing the Assessment, Part 1). These chapters introduced projects like RADB, IRRd, INOC-DBA (a VoIP ""hotline"" for ISPs), the Distributed Checksum Clearinghouse (an anti-spam system), and Hashcash (to consume CPU cycles and frustrate spammers). Subjects like questions to ask ISPs, ways to multi-home, and using anycast to improve redundancy were also welcome. A comment that spammers are using people who register with porn sites to pass CAPTCHA tests really surprised me! Ch 10's coverage of ISP sinkholes was clear, and I learned about triggered blackhole routing. Advice on checking publicly announced routes was cool, especially the reference to the author's Pwhois system.Although the vulnerability and patch management information in ch 12 was fairly routine, I also liked the author's mention of recent industry projects like the NIAC vulnerability lifecycle and Common Vulnerability and Scoring System.Other chapters mainly covered topics found in other books, like Hacking Exposed, Gray Hat Hacking, or Hardening Network Security (all Osborne titles). Most of the book contains sound advice, but I must disagree with several assertions made in ch 7 (Intrusion Detection and Prevention). These include the ""rejection"" of the value of passive detection (p 116), the ""logical transition"" where detection and prevention converges into firewalls (p 116), the idea that intrusion prevention systems are ""less prone to insertion and evasion attacks"" (p 120), and ""signature-based IDS normally do not have an understanding of the underlying protocol that they are examining and simply perform byte-by-byte pattern matching"" (p 121).Almost all of the vulnerability assessment material could have been cut, aside from the BGP query and network infrastructure advice in ch 14. The misnamed ""exploiting digital forensics"" chapter (16) tempts the reader into thinking it will cover anti-forensics, but really it's an overview of network-, host-, and memory forensics in 26 pages. An excerpt from p 332 summarizes the problem with the chapter: ""At this point, you might be asking, what do I do with the data?"" Still, ch 16 deserves an honorable mention for describing multiple tools with which I was not familiar or had only passing familiarity. These included Foremost by Jesse Kornblum and Kris Kendall, Disktype, and Memdump.In terms of structure, I liked the fact that every chapter concluded with a ""checklist for developing defenses"" summarizing important points in an actionable format. The writing is always clear, and the diagrams are excellent. Many of the network infrastructure suggestions are supported by command-line syntax and examples, consistent with Osborne's Hacking Exposed style.Overall, I think most everyone will learn something by reading Extreme Exploits. Those with a decent amount of experience or who have read books already mentioned might find some of the book repetitive. Despite this, I learned a lot about network infrastructure and I look forward to reading Victor's upcoming book on ""Carrier Class Network Security.""",book
1912,"The book has two major sections: (a) configuration and maintenance practices, and (b) techniques for vulnerability assessment. The breadth of coverage of many modern techniques and terminology is very good; they go in-depth on a few topics here and there.The basic assumption of section (a) is that you're trying to defend against unknown/unfixable threats. This is basically the current (2001-2005-) school of thought on security and leads to default-deny policies. This book has lots of good information on how to implement default-deny. The book convinced me that it's much more difficult than a default-deny firewall rule.The book has many contributing authors; this probably contributes to its strength.Many books are focused on ISPs, or on enterprises (read: ""windows clients and servers with a firewall""), or on software developers, or VoIP carriers. This book has some good material for all of those types.It's written from a Unix perspective. It does have some coverage of analyzing threats to Windows-based systems, but you'll get the most value from the book as an analyst/administrator if you use some sort of Unix. They have a BSD bias.The authors also have an bias towards open-source software.But it's not perfectly integrated, and the organization isn't ideal everywhere. For example, there are two sections of the book that discuss buffer overflows, apparently contributed by two different authors.The index is only minimal; it only covers one of the sections on stack overflows. Bad indexes are a common problem in technical books from some publishers.",book
1913,"First I must admit that I know and have worked with several of the authors of this book. I was given an autographed copy of the book late last year, however seeing as the book was published in 2005 I didn't think there would be much along the lines of useable information seeing as many of the security threats and vulnerabilities have evolved quite a bit since then. However, as I started reading the book I quickly realized much of the information was still relevant today as it was several years ago. The chapters on ISP Security Practices and Securing the Domain Name System had very good coverage of many of the techniques used throughout Service Provider networks to secure their network and DNS infrastructure.I particularly enjoyed reading the sections on using egress packet filters to restrict data leaks from within an organization - a particular problem today with the prevalance of Internet Worms and other Malware which often attempt to communicate back to their centralized Command & Control (C&C;) hosts. The chapter on 'Sinkholes and Backscatter' has very good coverage on a wide variety of topics such as using Darknets and Honeynets to monitor malicious traffic and other nasties emanating throughout your network, as well as using techniques such as Triggered Blackhole Routing to propagate filters quickly and dynamically to drop DDoS and other malevolent traffic.I would have to disagree with Dr. Anton Chuvakin that the chapters on Digital Forensics were disappointing. Personally, I learned quite a bit from these chapters and came away from reading them with a whole arsenal of new tools to use with which I can perform my own digital forensics on compromised systems. The coverage of Foremost, memdump, and some of the advanced digital forensic tools was top notch.All in all, I would say this is still a good book for anyone involved in Network Security. Much of the information covered is still relevant in today's networks. If the authors attempt to release a second edition I would suggest coverage of adapting Triggered Blackhole techniques to be used in more modern DDoS Mitigation scenarios. Additionally, discussion of new techniques used for Malware C&C; and coverage of Fast-flux and Double-flux techniques used by the attackers to create more robust and reliable networks would be welcomed.",book
1914,"There is only a brief introduction to the images and the period this coloring book covers. That was one star off. However, we do need to keep in mind that this is supposed to be a coloring book, target audience probably children though frankly I know many adults who adore these sorts of books. The images however not simple black and white lines drawings but have shading and that interfers with coloring. Also many of the images are ""blurry"" or so details that I don't think it is much fun to color. But it could be a cool reference for clip art or examples of the gothic style.",book
1915,"Almost useless as a true coloring book due to the heavily inked in gothic designs. Some of the designs are highly detailed and intricate, yet totally useless because most of it is inked in already. The entire book consists of gothic clip art style 1875 ink-plate repros of gothic pillars, gothic crown molding, etc. The images are printed back to back on quality white stock paper, however, markers bleed through. NO limited recopy rights at all, not even for our own use. Not even just to recopy so we can use markers. The price does not justify the product at all.This is not a Dover Publication, it was published by Stemmer House Publishers. Best to stick with Dover, at least with Dover you know you're getting top quality in all aspects.",book
1916,"Jensen has expanded Ch. 12 of his excellent Brain-based Learning into this valuable contribution to educators in summarising and highlighting the importance of movement and activities for learning. The distinction between explicit learning (test-oriented lecture, textbooks, research, video, and discussion) and implicit learning (dance, theater, physical education, recess, aerobics, energizers, sports, and simple games) is useful. This book makes a strong case for implicit learning. Those who are familiar with Jensen's work can expect a good, up-to-date grounding in brain functioning and the scientific basis of various practices. Most readers will find the book an informative, readable resource. Numerous drawings and charts facilitate the understanding. &quot;65 all-time best activators&quot; have been selected. In trying to give an overall coverage, some areas may inevitably be given short shrift. For example, practitioners of Brain Gym are leading in introducing movement in education with great results based on research. But page 35 says that students of Brain Gym &quot;may be merely benefiting from the extra attention&quot;. However, the book is unique as a relevant, eye-opening introduction.",book
1917,I really enjoyed reading this book. It was the assigned text for a graduate level class I took. There are great ideas for adding energizers and purposeful movement activities to your classroom day.,book
1918,"Representing Reality theorizes documentary in all-round perspectives. Among others, I think this book is important especially in that it raises the question of reality per se. Documentary has always been marginal not only in discourse but also in cinema industry, under the poor understanding of reality. I think Nichols's notion of &quot;reflexivity&quot; is a key concept itself in understanding documentary, which also provides a good alternative reading regarding what is documentary or not. I think this book will give you a great deal of food for thought, when you have ever contemplated what is real and when we become to question about what we are seeing, not only in films but also in real life.",book
1919,"This attempt at discussing documentary film is fraught with difficulties for the reader. The prose is clumsy, circumstantial and muddled to the point that I found myself reading passages aloud to others for help. Unfortunately none was forthcoming.There is little excuse to buy this book when there are so many good ones such as those by Barnouw and Jacobs which area clear and informative.",book
1920,"Bill Nichols is full of words and empty of thought. You need a machete to slash through the tangled sentences in this book, and what you'll find beneath are simplistic, flawed ideas that aren't developed but buried under more verbiage. Nichols stitches suffixes and prefixes to ordinary nouns, creating monsters like &quot;situatedness,&quot; &quot;hyperrationality,&quot; &quot;reconceptualization,&quot; &quot;polyvocality,&quot; &quot;relationality,&quot; &quot;talismanic&quot;(!), and the pseudo-literate's favorite word of all: &quot;juxtaposition.&quot; Each of those words costs as much time to understand as a whole chapter of Erik Barnouw's book (which is succinct, informative and even humorous). Mr. Nichols should be sealed in a cave and his books slung into outer space, for they pollute the body of film knowledge. Don't buy &quot;Representing Reality&quot; unless you want to know how confused Mr. Nichols's reality is.",book
1921,"The photography is inspirational -- whether you are a shutter bug or trying to grasp the details that make this part of the world's interiors so beautiful. Striking colors, well-chosen compossions -- this book is a must have. My only regret is the lack of printed information that would educate me on the fine details and intricate subtilies of this design form.Still, a must have for anyone with interest in photography or the striking vistas on can create for their home or garden.",book
1922,"I really liked this book, as well as Moroccan Style. I felt this book was a little more comprehensive on the styles by region of Morocco and showed more traditional design.",book
1923,"This is one of the better books I've seen that gives a real feeling for Morocco, their lifestyle, culture, colours, ambience etc. There's a wonderful balance of writing and photographs (none of which are ""touristy"" style pics!). it's one of those pieces where you can read & finish, and come away with a real feeling for the place, and a real respect for it's historical contexts.My only downer is that the bookbinding technique is miles too lightweight for pages of this quality and weight, and on just the second opening the stem came unstuck and fell apart. Still, with some tender loving care this will stay on top of the coffee table for years to come.Worth grabbing if you have a romanticised love of north Africa and it's people.",book
1924,BOOK ARRIVED IN POOR CONDITION WITH THE BACK UNGLUED. OTHERWISE IT IS A BEAUTIFUL PHOTO ESSAY,book
1925,This book is really very beautiful. I have transgressed Asian and southwestern design and this book is just what I wished for.,book
1926,"This is a beautiful book. Unfortunately, the cover broke away from the binding after only a couple readings.",book
1927,"I purchased this as a Christmas present for my daughter in Chicago. When itarrived, I was delighted with the physical beauty of the book - - - the back andfront covers, the weight of the pages, the feel of it in hand. It came wrapped inclear plastic that I didn't want to burst before my daughter arrived home to openher gifts on Christmas day. She was very impressed with the book, but, unfortunately,due to frenzied pace of holiday activities with family, I never actually got to examinethe book's interior. I will do so, though, on my next trip to Chicago.",book
1928,not nearly as good as her usual work if your hoping to hear her forget it it is a pale comparison with authors who don't have her style,book
1929,"Written by one of the foremost erotica writers of today this volume is a collection of delicious little erotic stories to while away a daydream afternoon.There are sixty stories that range from two to three pages describing escapades, adventures, naughty memories and illicit encounters containing erotic seduction and submission to excite even the most calm and cautious of readers.Most of the stories deal with day to day situations at home, at work, dinner or just out shopping. The liasons are very short stories but provide enough details to allow the reader to lazily fill in the blanks .... Although not every situation will fit every reader but there are some that I thought were written with me in mind ....Maria Isabel Pita is a master at writing contemporary erotica, so true to life, that the reader is able to immerse him or herself and vicariously enjoy not only the story, but the delicious real life fantasy.",book
1930,My family thinks that this is the best toilet paper available.,book
1931,"In the name of science, you will try to prove with propagande;if you really want to decode how junk scientifics manipulate the world: go http://nomorefakenews.com and do not buy this junk BOOK!",book
1932,"BOOK REVIEWJunk Science Judo. Self-Defense Against Health Scares and Scams by Steven J. Milloy, Cato Institute, Washington, DC, USA, 2001, ix-xii + 218 pp.A superb manual for understanding health claims and detecting fraud, ""Junk Science Judo"" is written in a punchy, easy-to-read style that allows the mathematically challenged, like myself, to interpret the usual bell-curve statistics that are used for environmental health threats and diet threats. One may also use this approach to judge the benefits of prescription drugs or alternative treatments. He shows how to look for p values of 0.05 or less, and he shows how to use the 95% confidence intervals (CI) to see whether the low or high limit crosses the reference value of 1.00. If it does, Milloy suggests disregarding any result that is claimed.In epidemiological or ecologic studies, Milloy suggests discarding those results in which the relative risk (RR) is between 0.5 and 2.00, whichever applies. Milloy goes far beyond the usual cautions that an association is not necessarily a cause. He is contemptuous of, but not totally dismissive of epidemiology. For Milloy, the descending pecking order of research on health hazards is: clinical trials, cohort studies, case-control studies, and ecologic studies. He describes publication bias, confounding, and ""tainted experts"". He reminds us that mice are not little people, and that there is a safe dose of everything.Milloy encourages intelligent contact with the sources of health advice to support or refute the recommendations, and he recommends a number of sources of supposedly reliable health information. His criticism of medical journals, which includes the defects of peer-review, is the most detailed I have seen in print, and very well-taken, in my opinion. He skewers broadcast media on their emphasis on ratings rather than accuracy or balance. He deplores the motivation of many activists. Many specific examples are given, from Alar to radiation.This book is extremely valuable for helping anyone who is not a medical or epidemiological specialist to judge the value of health or health-threat claims.Now the bad news. Milloy does not question the use 1-tailed statistics, or the failure of many relationships to follow a bell-curve (Kauffman, 2001). Milloy failed to warn of the common deception of reporting an effect of something on a certain health condition without the inclusion of total death rates. Milloy's fine example of prostate cancer ""non-prevention"" by eating foods high in selenium (p164) may mislead people into ignoring the benefits of selenium supplementation, which has been shown in a clinical trial to lower the RR of all cancers to 0.83 (95% CI 0.47-0.85), and is most effective against lung, prostate, and colorectal cancers (Clark et al., 1996). Milloy downplays the dangers of trans fats (Oomen et al., 2001), but his own example shows that the highest two quintiles of consumption are not healthful (p165). Milloy made the mistake of writing that the absence of a biological explanation for the claimed effects of electric and magnetic fields means that they have no effects (p76); readers of JSE know that such judgments based on lack of knowledge are faulty. ....Joel M. Kauffman...ReferencesClark, L. C. et al. (17), (1996). Effects of Selenium Supplementation for Cancer Prevention in Patients with Carcinoma of the Skin. A Randomized Controlled Trial. Journal of the American Medical Society, 276, 1957-1963.Kauffman, J. M. (2001). Article of Interest. Journal of Scientific Exploration, 15(4), 575-576.Oomen, C. M., Ock&eacute;, M. C., Feskens, E. J. M., van Erp-Baart, M.-A. J., Kok, F. J., & Kromhout, D. (2001). Association between trans fatty acid intake and 10-year risk of coronary heart disease in the Zutphen Elderly Study: a prospective population-based study. The Lancet, 357, 746-751.",book
1933,"Hardly a day can pass without hearing about some new threat to our health from something in our food or in the air that we breathe. In his lively style, Steven J. Milloy has written a &quot;self-defense guide&quot; to help the average consumer know when to be alarmed or when to proceed with life as usual.Junk Science Judo is filled with examples of questionable conclusions drawn from data from a wide variety of sources. Milloy relates how zealous lawyers can draw false or misleading inferences from scientific data in order to extract large rewards from lawsuits against defendants with deep pockets, often with collaboration from those in the &quot;scientific&quot; community who stand to profit from their &quot;research&quot; (what better way to justify large government grants to continue research into some promising area?). Most telling are the cases of the lawsuits involving breast implants and Agent Orange, where a total absence of evidence was ignored by courts and juries eager to punish unpopular defendants and to reward those who were definitely disadvantaged (but probably not as a result of either the implants or Agent Orange).Despite a generally good job of writing a primer on how not to be taken in by faulty conclusions or misleading inferences of cause and effect, Chapter 11 of this book contains one significantly dubious conclusion of the author himself. In a discussion of the statistical technique of meta-analysis (a technique where the results of numerous small studies are combined to simulate one large study), Milloy repeatedly takes stabs at this respected technique. His criticisms appear to be based mainly on questions raised in an editorial in a medical journal where the editor cited poor data quality and publication bias (i.e., only research studies showing significant results tend to get published) as reasons for questioning conclusions from meta-analysis. Although the editor is correct, it does not follow that all meta-analysis is therefore useless. Given enough well-executed studies without bias in the findings, meta-analysis can be a very useful and enlightening tool.I highly recommend that all consumers of information either purchase this book or at least borrow it from someone, and read it thoroughly. I suspect that you will never again be able to read uncritically any account of some purported new crisis brought on by zealous lawyers, journalists or politicians. When some &quot;scientific&quot; conclusion appears to be counterintuitive, it is most likely incorrect. Subsequent research may, in fact, show that the conclusions were incorrect, but (since this is not exciting) the correction is likely not to be brought to the public's attention. Since it is impossible to prove a negative, the burden of proof should be on the scientific community to exercise caution in releasing insignificant findings to the press. Junk science may sell newspapers or gain an audience for the evening news, but it is devastating when it causes major disruptions in the lives of people who either aren't given the whole picture or who can't interpret the information when it is presented.The best defense against junk science is an informed public. Read this book and you will definitely become better informed!",book
1934,"Some parts of this book literally left my jaw hanging open. The endless examples of high-level fraud in government agencies and special interest groups are enough to make any logical thinker sick.Bear in mind that this book is probably not for the trained scientist. The author takes time to explain basic research concepts for the casual reader, and also interjects his own attitude to make the book more fun to read. However, for those readers who do want to check up on the author's science, the 17-page listing of 314 cited studies should leave no question that the author beckons the audience to follow his own advice by examining his research.If I had one complaint about this book, it would be that the author often relies too heavily on quoted material. I think the author is trying to show that he was not skewing the cited studies, as would the individuals he criticizes in the book. While effective in this regard, the practice sometimes results in a monotonous pattern. The author's comments on the quoted studies become predictable midway through the book as the reader learns to identify the glaring problems in cited research methods.In the end, this book was an excellent read for the choir to which it preaches. I would recommend it as an excellent resource for anybody who wants ammunition to fight junk science, or to back up political debate with embarrassing proof of the ineptitude on which many health/environmental policies are based. Anybody who cares about ridding public policy of special interest politics should read through this book once and keep it handy for later use as a reference tool.",book
1935,"I purchased this book after spending much time on Mr. Milloy's web site, www.junkscience.com, and found it to be an excellent primer on the way information is manipulated to serve various purposes.The book is well-written, and an easy read, with an eye toward the scientific novice. But the book focuses not so much on science, but on statistics, which are often used as a surrogate for science. Indeed, Mr. Milloy never claims to be a scientist; his biography notes that he has a degree in statistics, making him well-qualified to criticize the misuse of such numbers.I recently had the opportunity to use the information gleaned from ""Junk Science Judo."" A local group used a study as evidence that cranberry bogs present a cancer risk, i.e., the hypothesis of the study was that living near cranberry bogs exposed local residents to enough pesticides to cause cancer. While the authors did find a correlation between living near cranberry bogs and a particular kind of brain cancer, it was only a correlation.This was an ecologic epidemiological study (the worst kind according to Mr. Milloy). The authors never established that the study subjects were exposured to the pesticides used on cranberry bogs; blood or urine samples were never obtained, but a formula was used to estimate exposure levels.There were other problems; the sample size was too small (only a dozen individuals had brain cancer) to be of value; cancer rates were no higher for those individuals who had known exposures to pesticides (such as pest control or agricultural workers) than for the control group; pesticide use on the cranberry bogs could only be guessed at - the authors did not know what pesticides were used, when they were used or in what quantities.In short, the study raised more questions than answers. But when I critizied the study and the use of it, the only thing anyone could say was, ""Pesticides are toxic."" Well, duh. But as Mr. Milloy notes, the dose makes the poison.Ironically, most of the bad reviews of this book make an issue out of motivation, and appear to be criticizing Mr. Milloy personally, instead of the book and its contents.Scientists can be activists, and when they are they often hide behind their scientific training, claiming to be impartial even as they advocate a certain point of view (believe me, I've encountered them). And just because a corporation pays for a study does not mean that that study is any less relevant than one paid for by an environmental organization. I've gone so far as to research some of the examples Mr. Milloy uses (such as the Love Canal) and found them to be true.My point - and that of Mr. Milloy's book - is to look at the claims made with a critical eye; examine the science behind them. In ""Junk Science Judo,"" Mr. Milloy provides us with the information needed to determine if the claims made are true, exaggerated, or completely out of the ballpark. This book is not a collection of blind rants, but a close examination of how public health claims are made and justified (rightly or wrongly).Get the book, but keep an open mind, because there is no doubt that it will challenge some of your basic assumptions. If you're a natural skeptic, it will give you a foundation upon which to base your skepticism. If you're not a skeptic, it will open your eyes.",book
1936,Every day American readers are given scare stories about health issues in news accounts based on some statistics and little analysis. Many accounts are circulated by special interest groups or lawyers. Milloy's background in law and health lends to his ability to point out the fallacies of 'junk science' and tips on how the average reader can separate junk science from real science.,book
1937,"Steven Milloy is a journalist, and pundit whose principled stand on behalf of scientific logic benefits all of us. He stands side by side with Stephen Jay Gould and Michael Schermer in debunking the outrageous claims of pseudo science. Milloy attempts to provide a framework to evaluate the nonsensical claims made by individuals and organizations with agendas which are independent of the facts. It is this framework he calls ""junk science judo."" Actually what he provides us is the kind of suspicious phraseology and statistical trickery often employed by scammers. In most cases it would take a thorough review of the claimants' research techniques and statistical interpretation to spot the scam. We come away suspicious of almost any claim. All in all, though, Milloy is readable and he is right. Don't miss his column, ""Junk Science,"" on the Opinion page of FoxNews.com.Postscript: With the passage of time I've become aware of a blind spot in Milloy's vision. It doesn't appear in this book, but it does repeatedly in his columns and website. He denies global warming, which is reliably documented by science. Where junk science enters the debate is in the extent of human causality. To date there is no credible evidence for human causality; it is an issue pressed by political populists and our competitors in global trade. Global warming is good science; human causality is junk science. Science shows that if humans disappeared from the Earth, global warming would continue, and likely continue to accelerate. Milloy is so incensed by the assertion of human causality that he denies warming altogether. In his acceptance of the politicization of the debate, he plays into the hands of his adversaries. His willingness to distort facts in support of this cause unnecessarily introduces doubt about his objecivity in other issues.",book
1938,"And, those who have no valid counter arguments use ad hominem attacks.If your ""Statistics for Health Professionals"" class was as incomplete as mine, then, you need this book. Finally, you will get a clear explanation of p-values, confidence intervals and study designs. Lesson 4: ""Epidemiology is Statistics"" alone was worth the price of the book. However, don't miss out on the other 11 lessons. It's just like the 12 steps up from alcoholism. By learning and living these rules, you will at last be able to free yourself from those maddening health scares that bombard us daily. Milloy writes in a sassy, bold as brass style that entertains whilst it informs. Personally, I like that sort of thing. This book is an easy read, and if you really, really want to, you can find and read the original studies that are discussed. Then you will appreciate an author who can tackle complex subjects in a straightforward manner, and be funny in the bargain.""When the enemy comes welcome him, when he goes, send him on his way,"" is a tenet of the practice of the art of judo. Milloy will show you the enemy, and equip you with the means of speedily dispatching them to the junk pile where they belong. You will truly welcome the next scientific study you encounter.",book
1939,"If you're tired of being frightened and victimized by the never ending procession of doom-and-gloom prognostications, this book is for you. It lucidly explains how statistics and &quot;scientific&quot; studies are routinely manipulated by groups with their own agendas who are willingly assisted by the media who are all too happy to be given a shocking headline for public consumption. After reading this book, you will never react to alarmist news reports in the same way.",book
1940,"The book, ""Junk Science Judo"" by Steven Milloy prepares you to be able to identify the junk science that gives you a false sense of security, reduces your wealth and peace of mind, and may get you fired. The fundamental purpose of this book is to defend you, friends, relatives, and your business from junk science. The definition of junk science in the book is, ""Falty scientific data and analysis used to advance a special interest"" (Milloy 34). There is a ton of junk science in the world as Milloy points out, such as, deception about second hand smoke, chlorinated water, breast implants, over the counter drugs, organic food, and so on. There are overwhelming amounts of people that have a false sense of security about their health from absorbing junk science.Milloy describes the types of people responsible for junk science in his book. The people involved in junk science range from small time con artists to as big as people inside government agencies. Basically anyone could be a potential candidate for posting junk science, because it is so easy to do. One example of junk science is the claim that grapefruit juice is heart healthy. There is no solid evidence that supports that claim. The con artists posting junk science go out of their way to establish a cause and effect relationship with what they are trying to prove. These people are interested in their own succession, and should not be considered scientists at all.A really captivating point in the book is that news channels, such as CNN, often report pseudoscience. Reporters are not supposed to make up lies, but the information they broadcast is not always true. Milloy brings up a good point that the news does not like debunking there own news. This book teaches you to have doubts about even the most reliable sources. Often times, many studies that back up a claim are done on small sample sizes, which often makes them useless to the population as a whole. Frequently activists put their own desires before the facts, and will say anything to promote their claim. Junk science even gets through the judicial system, and pollutes the courts and juries. Millions upon millions of dollars have been lost due to junk science legislation.After reading ""Junk Science Judo"" what you think is true, may not be true to you anymore. You will see the doubt in many of the claims that you have come across in your life. Think about this question for instance, how could you personally tell if eating cereal gave you cancer? You can't. You have to take someone else's word for it, and they could either have reliable or unreliable data. The fact of the matter is that often times you hear of the unreliable data. You will even realize that politicians use pseudoscience to get elected. Although it is wrong in every way, pseudoscience often means an easy route to the top; that is if you don't get caught. After reading this book you will understand the importance of the scientific method, taking an idea from a theory to a scientific law, and how generations builds upon each other's claims.This book was easy to read in the sense that there was a lot to catch your attention, and never would you feel stuck on one topic or event. There are countless examples of junk science in this book. Each lesson teaches you more and more about how to defend yourself against junk science. The length of the book made it not discouraging to get through. It wasn't too long, or filled with any dull or useless information. Even if you are a person who is stubborn, Milloy's point that you ought to be, ""Better safe than sorry."" (Milloy 148) will probably end up saving your skin one day.The book ""Junk Science Judo"" shows you the key default assumptions in health risk assessments. Milloy teaches you to become aware that many researchers like to skip the testing stage, and get a conclusion with no proof. One fact is that, ""Theories, anecdotes, and assumptions aren't proof of anything"" (Milloy 225). I really enjoyed how much this book taught me, and prepared me for a world filled with pseudoscience. For instance when you hear big numbers, it often comes with a large amount of falsity. Statistics are not proof of anything, and many people like to use them because they lack the proof they need. As Milloy states, ""Statistics are the lingua franca of junk science."" (Milloy 212), which is the truth.If you are a person who is for animal rights, there are some facts that might be upsetting toward the end of the book or in Lesson 9 to be exact. Junk scientists often get societies attention using Bioassays, or animal experiments that are often times wrongly performed. Basically the idea in this part of the book is that rats differ from humans, and what is claimed to be harmful to them, cannot necessarily be claimed to harm people, but often is. The book goes over all of the epidemiologic basic studies, such as clinical trials, cohort studies, case-control studies, and ecologic studies. There are many charts and examples in the book to give you an idea of what goes on.By reading ""Junk Science Judo"" you will realize that much of the junk science you retain has been engraved in your mind throughout your life, and it will be a challenge to distinguish the pseudoscience from actual science. I agree with the author that by the end of the book you will be a black belt in junk science judo. I would highly recommend reading this book because of the life lessons it taught me.",book
1941,"I am sympathetic to the perspective of this author, but not to his arrogance or all of his smug conclusions. He is too much the demagogue for my taste, liking as much to degrade as to disagree with his adversaries. This is well beneath the normal standards of his sponsor, The Cato Institute, which usually holds to an exceptionally high standard.I much prefer the similar but far more intelligent and respectful works of Warren Brookes and Julian Simon. They were so good they didn't require &quot;attitude.&quot; In contrast this author is frequently on TV, the perfect medium for the condescending sneer which is his mien. This book doesn't belong on the shelf with Henry Mencken, who wickedly and hilariously debunked quacks. Pass on this and buy &quot;The Vintage Mencken&quot; to read his evisceration of chiropractic.",book
1942,"Steven Milloy is the self proclaimed ""director"" of The Advancement for Sound Science Coalition also known as TASSC. This coalition is a think tank for corporate interests. The objective of the TASSC is to debunk modern scientific research that concludes corporate pollution has serious consequences on he environment.So Steven's objective is to discredit any scientific findings that come to the conclusion that corporate America's pollution has now and will continue to have global effects on the environment. So he criticizes the results of real scientists that are doing objective research and labels them as radical liberals. He calls their science ""junk science"" .The only slip in reasoning here is that the scientists that conclude big business pollution is destructive to the environment and our health weren't paid by billion dollar Industries to come to these conclusions.Steven Milloy and TASSC are funded gratuitously by corporate America to debunk global warming and any other scientific findings that run counter to corporate America's interests.Originally TASSC was funded by Philip Morris with the goal of debunking the scientific conlusion that second hand smoke is hazardous to your health. Would you believe that? If I was paid a million dollars by Phillip Morris to say second hand smoke is not dangerous to your health would you believe me? I really hope not. But that is just what Steven Milloy does. He gets paid enormously by corporate America to say that environmental scientists (who weren't paid off to come to specific conclusions) are the one's producing the junk science. His original funding came from Phillip Morris but TASSC is funded by the following corporations: 3M, Amoco, Chevron, Dow Chemical, Exxon, General Motors, Lawrence Livermore National Laboratory, Lorillard Tobacco, Louisiana Chemical Association, National Pest Control Association, Occidental Petroleum, Philip Morris Companies, Procter & Gamble, Santa Fe Pacific Gold, and W.R. Grace, the asbestos and pesticide manufacturers.If you think I'm making this all up do a Google search on ""Steven J. Milloy Spin doctoring"" or ""Steven J. Milloy Phillip Morris"" and see all of the legitimate resources that expose his true ulterior motives. That is, if you actually do care about the truth more than you care about not being labeled as a liberal radical.The name calling is how these billion dollar corporations enforce compliance by labeling dissenters as deviants. If you care about the environment you are a bleeding heart liberal, if you don't support the United States occupation and Halliburton's profiteering in Iraq you are unpatriotic and sometimes even considered a terrorist. These God and Jesus spewing billionaires define right and wrong and what is moral according to their own interests. They will pay pseudo scientists like Steven J. Milloy enormous sums of money to make it appear that there is scientific evidence to support their agenda.",book
1943,"It is true. Figures don't lie but liars can figure. Much, if not all of the problems we face today, and the scares and scams are the result of either the misuses of science data and people or the forced ignoring of scientific truths. Junk Science Judo: Self-Defense Against Health Scares and Scams by Steven J. Milloy, is a good start but falls short of all the facts, and most of all, how to turn the tide toward truth. If you are concerned about this subject, read the book but spend the least to acquire it, i.e., buy it as a gift, then read it before giving it away. At least you will get double duty out of money spent. If you are really concerned about this subject, do your research well beyond the books meager coverage, then get involved at the local and state political levels. Keep in mind, if you choose to take such a path that you will come head-on with environmental terrorists such as the lawyers of the Sierra Club, Green Peace, and the likes of others who have perverted the path. The path is a good one, but it is now greatly abused by such groups. Again, the book Junk Science is a `light' start on the subject-an eye opener if you will-that falls short on how to personally make a difference.",book
1944,"If you are a big fan of industry PR campaigns, then this book is for you!However, if you are a critical thinker that is interested in evidence and facts, this book is Junk.Interesting note: The author is affiliated with organizations that are funded by major industries such as 3M, Chevron, Dow Chemical, etc. He is most likely writing what they are paying him to write (e.g. their point of view).",book
